job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length
JOB05056,Data Analyst,BlueOrbit Software,"Chennai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Power BI, Pandas, Python and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-15 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with excel power bi pandas python and statistics the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344
JOB02609,Cloud Engineer,NexaWorks,"Chennai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, AWS, Linux, Azure and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,9-11 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with docker aws linux azure and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340
JOB09115,Data Scientist,TechNova Solutions,"Noida, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Python, SQL, Pandas and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,10-14 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with aws python sql pandas and machine learning the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345
JOB02291,QA Engineer,Vertex Digital,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Selenium, Git, SQL, Java, Python and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,6-10 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with selenium git sql java python and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,337
JOB01728,Business Analyst,TechNova Solutions,"Gurgaon, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, Business Analysis, Tableau, Communication, SQL and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,9-11 LPA,Internship,we are looking for a business analyst to join our team the candidate should have experience with power bi business analysis tableau communication sql and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367
JOB00611,Software Engineer,NexaWorks,"Noida, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Python, REST API, Docker and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,9-11 LPA,Part-time,we are looking for a software engineer to join our team the candidate should have experience with python rest api docker and c the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,334
JOB04667,Backend Developer,TechNova Solutions,"Pune, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, Java, SQL, PostgreSQL, Docker and Node.js. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,9-11 LPA,Internship,we are looking for a backend developer to join our team the candidate should have experience with python java sql postgresql docker and node js the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351
JOB06076,Data Analyst,CodeCraft India,"Hyderabad, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Statistics, Python, Tableau, Excel and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,11-14 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with statistics python tableau excel and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340
JOB05414,Software Engineer,FinEdge Technologies,"Gurgaon, India","We are looking for a Software Engineer to join our team. The candidate should have experience with REST API, SQL, Git, Docker and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,6-9 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with rest api sql git docker and c the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,347,335
JOB00344,Software Engineer,NexaWorks,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with C++, REST API, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,10-15 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with c rest api python and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,332
JOB04684,Software Engineer,InnovateLabs,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, SQL, Docker, Python, Java and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-13 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with git sql docker python java and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345
JOB08878,Software Engineer,Quantix Technologies,"Chennai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with SQL, Python, Docker, REST API, C++ and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-13 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with sql python docker rest api c and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,343
JOB03751,DevOps Engineer,FinEdge Technologies,"Chennai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Git, Kubernetes, Docker and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,8-10 LPA,Internship,we are looking for a devops engineer to join our team the candidate should have experience with aws git kubernetes docker and jenkins the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341
JOB08543,Cloud Engineer,DataBridge Analytics,"Delhi, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, Python, AWS and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,12-15 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with linux python aws and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334
JOB09403,Machine Learning Engineer,DataBridge Analytics,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, Scikit-learn, PyTorch, AWS and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,6-11 LPA,Internship,we are looking for a machine learning engineer to join our team the candidate should have experience with tensorflow scikit learn pytorch aws and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,370,360
JOB06000,Software Engineer,NextGen Systems,"Bangalore, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Java, Python, Docker, Git and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,5-10 LPA,Contract,we are looking for a software engineer to join our team the candidate should have experience with java python docker git and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341
JOB03216,Backend Developer,NextGen Systems,"Gurgaon, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, Docker, Python, SQL and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,9-14 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with java docker python sql and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341
JOB00098,DevOps Engineer,Apex Solutions,"Mumbai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Docker, Jenkins and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,5-7 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with git docker jenkins and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,341,332
JOB06116,Business Analyst,Quantix Technologies,"Gurgaon, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Tableau, Power BI and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,6-11 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with sql tableau power bi and business analysis the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,347
JOB07837,Software Engineer,FinEdge Technologies,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Python, Java, Docker, Git and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,12-15 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with python java docker git and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,336
JOB05177,Cloud Engineer,CloudSphere,Remote,"We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Kubernetes, Terraform, Azure and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,12-15 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with aws kubernetes terraform azure and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344
JOB07280,QA Engineer,BlueOrbit Software,"Mumbai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, SQL, Java, Python and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,12-17 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with git sql java python and api testing the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,335
JOB06166,Data Scientist,CloudSphere,"Noida, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, Pandas, NumPy and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,12-16 LPA,Part-time,we are looking for a data scientist to join our team the candidate should have experience with python pandas numpy and machine learning the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,343
JOB01538,Data Scientist,DataBridge Analytics,Remote,"We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Scikit-learn, NumPy, Pandas, Python and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,12-17 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with sql scikit learn numpy pandas python and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,358,347
JOB03589,DevOps Engineer,FinEdge Technologies,"Pune, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, AWS, Git, Terraform and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,7-11 LPA,Internship,we are looking for a devops engineer to join our team the candidate should have experience with docker aws git terraform and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,338
JOB07589,Data Analyst,Vertex Digital,"Pune, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Power BI, Statistics, Python, Pandas and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,,6-8 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with excel power bi statistics python pandas and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,352
JOB06986,Cloud Engineer,NexaWorks,"Bangalore, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, Kubernetes, Python, AWS, Docker and Azure. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,12-14 LPA,Contract,we are looking for a cloud engineer to join our team the candidate should have experience with linux kubernetes python aws docker and azure the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,358,347
JOB03649,Cloud Engineer,InnovateLabs,Remote,"We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, Docker, Python, Azure and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,7-12 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with linux docker python azure and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,342
JOB02658,Data Scientist,Apex Solutions,Remote,"We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Pandas, NumPy and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,9-13 LPA,Part-time,we are looking for a data scientist to join our team the candidate should have experience with aws pandas numpy and machine learning the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340
JOB07725,Software Engineer,Vertex Digital,"Mumbai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, SQL, C++, REST API and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,8-13 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with git sql c rest api and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,333
JOB01518,Data Analyst,BlueOrbit Software,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Python, Pandas, SQL, Statistics, Tableau and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,9-12 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with python pandas sql statistics tableau and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,350
JOB05062,Software Engineer,CodeCraft India,Remote,"We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, C++, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,12-14 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with docker c python and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,341,330
JOB09445,Machine Learning Engineer,FinEdge Technologies,"Gwalior, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, Docker, AWS, Python, TensorFlow and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,5-7 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with sql docker aws python tensorflow and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,374,363
JOB04625,Frontend Developer,Vertex Digital,Remote,"We are looking for a Frontend Developer to join our team. The candidate should have experience with REST API, React, Git, TypeScript and CSS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,8-11 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with rest api react git typescript and css the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344
JOB04273,Business Analyst,CodeCraft India,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Business Analysis, Communication, Tableau and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,6-8 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql business analysis communication tableau and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,358
JOB03670,Data Analyst,DataBridge Analytics,,"We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Python, Power BI, SQL, Statistics and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,,10-15 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with excel python power bi sql statistics and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,348
JOB06567,Backend Developer,NextGen Systems,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with PostgreSQL, Node.js, Docker and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,8-11 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with postgresql node js docker and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,342
JOB05801,Machine Learning Engineer,BlueOrbit Software,"Pune, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, TensorFlow, Python and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,6-11 LPA,Internship,we are looking for a machine learning engineer to join our team the candidate should have experience with aws tensorflow python and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,352
JOB02091,Machine Learning Engineer,Vertex Digital,"Noida, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, Docker, PyTorch, Python and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,7-10 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with sql docker pytorch python and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,366,356
JOB07098,Software Engineer,NexaWorks,"Chennai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, Docker, REST API and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,7-9 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with git docker rest api and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336
JOB06172,Business Analyst,TechNova Solutions,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Communication, Excel, Power BI and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,6-9 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql communication excel power bi and business analysis the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,359
JOB07522,Cloud Engineer,CodeCraft India,"Pune, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Kubernetes, AWS, Linux, Docker, Python and Azure. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,11-13 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with kubernetes aws linux docker python and azure the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,358,347
JOB00573,DevOps Engineer,NexaWorks,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Jenkins, AWS and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,11-13 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with git jenkins aws and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334
JOB09656,Data Analyst,BlueOrbit Software,"Noida, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Statistics, Python and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,11-15 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with pandas statistics python and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,335
JOB04689,Business Analyst,CodeCraft India,"Mumbai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, Business Analysis, SQL, Excel and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,6-9 LPA,Internship,we are looking for a business analyst to join our team the candidate should have experience with power bi business analysis sql excel and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,359
JOB09169,Business Analyst,Quantix Technologies,"Mumbai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Communication, Business Analysis, Tableau, Excel and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,11-14 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql communication business analysis tableau excel and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367
JOB03063,Machine Learning Engineer,TechNova Solutions,"Mumbai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, Scikit-learn, SQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,9-13 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws scikit learn sql and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,345
JOB07904,Data Analyst,DataBridge Analytics,"Pune, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Power BI, Python and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,9-13 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with tableau power bi python and statistics the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,339
JOB06471,Software Engineer,Apex Solutions,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with C++, REST API, Python, SQL, Docker and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,5-9 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with c rest api python sql docker and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,343
JOB07161,Data Scientist,Apex Solutions,"Noida, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, AWS, Scikit-learn, Pandas, SQL and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,5-10 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with python aws scikit learn pandas sql and machine learning the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,358
JOB06634,QA Engineer,Vertex Digital,"Mumbai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Selenium, Jira, API Testing, Python, SQL and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,9-12 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with selenium jira api testing python sql and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,344
JOB08582,Frontend Developer,NexaWorks,"Mumbai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, HTML, React and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-6 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with css html react and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334
