job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length,extracted_skills
JOB07187,Business Analyst,BlueOrbit Software,"Gwalior, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Business Analysis, Power BI, Excel, SQL and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,5-10 LPA,Internship,we are looking for a business analyst to join our team the candidate should have experience with tableau business analysis power bi excel sql and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['sql', 'power bi', 'tableau', 'excel']"
JOB09921,Data Analyst,BlueOrbit Software,"Gwalior, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Statistics, Pandas, Power BI and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,8-12 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with sql statistics pandas power bi and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,342,"['python', 'sql', 'power bi', 'pandas']"
JOB04493,Backend Developer,FinEdge Technologies,"Bangalore, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, Python, REST API, PostgreSQL and Node.js. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,5-7 LPA,Internship,we are looking for a backend developer to join our team the candidate should have experience with docker python rest api postgresql and node js the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,351,"['python', 'sql', 'postgresql', 'docker']"
JOB01366,DevOps Engineer,CodeCraft India,"Pune, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Jenkins, Terraform, AWS, Kubernetes, Git and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,10-14 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with jenkins terraform aws kubernetes git and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351,"['aws', 'docker', 'kubernetes', 'git']"
JOB09624,Software Engineer,Apex Solutions,"Mumbai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with REST API, Docker, Python, C++ and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,9-11 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with rest api docker python c and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,338,"['python', 'docker', 'git']"
JOB08788,Data Analyst,BlueOrbit Software,"Gwalior, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Python, Pandas, Power BI, Tableau, Excel and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,12-17 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with python pandas power bi tableau excel and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"['python', 'sql', 'power bi', 'tableau', 'excel', 'pandas']"
JOB05918,Business Analyst,Vertex Digital,"Gwalior, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Tableau, SQL and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,8-12 LPA,Internship,we are looking for a business analyst to join our team the candidate should have experience with business analysis tableau sql and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,344,"['sql', 'tableau', 'excel']"
JOB04969,DevOps Engineer,NexaWorks,"Bangalore, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, AWS, Linux, Git, Kubernetes and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,12-17 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with terraform aws linux git kubernetes and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['aws', 'docker', 'kubernetes', 'git']"
JOB02915,Backend Developer,BlueOrbit Software,"Mumbai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, SQL, Docker and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,11-13 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with python sql docker and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,341,332,"['python', 'java', 'sql', 'docker']"
JOB05645,DevOps Engineer,Quantix Technologies,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Docker, Terraform and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,7-9 LPA,Part-time,we are looking for a devops engineer to join our team the candidate should have experience with linux docker terraform and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,341,"['docker', 'kubernetes']"
JOB03767,Data Analyst,Vertex Digital,"Mumbai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Power BI, Tableau, Python, Pandas and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,8-11 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with sql power bi tableau python pandas and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"['python', 'sql', 'power bi', 'tableau', 'excel', 'pandas']"
JOB03441,Backend Developer,TechNova Solutions,"Noida, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, Java, Node.js, SQL and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,12-15 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with python java node js sql and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"['python', 'java', 'sql', 'postgresql']"
JOB07358,Machine Learning Engineer,DataBridge Analytics,"Gwalior, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, PyTorch, Python, SQL and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,7-10 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with scikit learn pytorch python sql and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,353,"['python', 'sql', 'pytorch', 'aws']"
JOB06807,Machine Learning Engineer,NextGen Systems,"Delhi, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, Docker, AWS and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,5-10 LPA,Internship,we are looking for a machine learning engineer to join our team the candidate should have experience with tensorflow docker aws and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,352,"['tensorflow', 'aws', 'docker']"
JOB02144,Data Scientist,InnovateLabs,"Delhi, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Pandas, Machine Learning and NumPy. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,6-11 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with aws pandas machine learning and numpy the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,"['pandas', 'numpy', 'aws']"
JOB05105,Cloud Engineer,BlueOrbit Software,"Bangalore, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Docker, Azure and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,5-9 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with aws docker azure and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,342,333,"['aws', 'azure', 'docker']"
JOB05074,Business Analyst,BlueOrbit Software,"Chennai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Tableau, Power BI and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,9-12 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with business analysis tableau power bi and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,366,357,"['power bi', 'tableau']"
JOB01572,Backend Developer,TechNova Solutions,Remote,"We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, Docker, PostgreSQL and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,8-13 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with rest api docker postgresql and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,341,"['java', 'sql', 'postgresql', 'docker']"
JOB04080,Data Analyst,DataBridge Analytics,"Mumbai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Excel, SQL, Statistics, Python and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,8-13 LPA,Internship,we are looking for a data analyst to join our team the candidate should have experience with power bi excel sql statistics python and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,348,"['python', 'sql', 'power bi', 'excel', 'pandas']"
JOB01123,Frontend Developer,FinEdge Technologies,"Gwalior, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with HTML, Git, CSS, REST API and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,,12-15 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with html git css rest api and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,338,['git']
JOB02787,Machine Learning Engineer,FinEdge Technologies,"Bangalore, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, SQL, Python, AWS and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,,Contract,we are looking for a machine learning engineer to join our team the candidate should have experience with tensorflow sql python aws and pytorch the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,351,"['python', 'sql', 'tensorflow', 'pytorch', 'aws']"
JOB02968,Data Analyst,CloudSphere,"Chennai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Pandas, Power BI, Statistics and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,6-11 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with excel pandas power bi statistics and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"['sql', 'power bi', 'excel', 'pandas']"
JOB02505,Data Analyst,CodeCraft India,"Chennai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Python, SQL and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,7-9 LPA,Internship,we are looking for a data analyst to join our team the candidate should have experience with pandas python sql and statistics the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,342,333,"['python', 'sql', 'pandas']"
JOB05989,DevOps Engineer,BlueOrbit Software,"Noida, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Kubernetes, Linux, Git, AWS and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,11-13 LPA,Contract,we are looking for a devops engineer to join our team the candidate should have experience with terraform kubernetes linux git aws and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['aws', 'docker', 'kubernetes', 'git']"
JOB08868,Backend Developer,CodeCraft India,"Mumbai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, PostgreSQL, REST API, SQL and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-14 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with node js postgresql rest api sql and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,358,348,"['sql', 'postgresql', 'docker']"
JOB07165,Software Engineer,Quantix Technologies,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with REST API, Docker, C++ and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,5-10 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with rest api docker c and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,342,331,"['sql', 'docker']"
JOB00729,Frontend Developer,TechNova Solutions,"Mumbai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with HTML, TypeScript, Git, React, REST API and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,4-8 LPA,Contract,we are looking for a frontend developer to join our team the candidate should have experience with html typescript git react rest api and javascript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,367,356,"['java', 'javascript', 'git']"
JOB07588,Business Analyst,TechNova Solutions,"Bangalore, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Tableau, Communication, Excel and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,11-13 LPA,Internship,we are looking for a business analyst to join our team the candidate should have experience with sql tableau communication excel and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,349,"['sql', 'power bi', 'tableau', 'excel']"
JOB07544,Backend Developer,Quantix Technologies,"Gurgaon, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, REST API, Docker, Python, SQL and Node.js. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,6-9 LPA,Internship,we are looking for a backend developer to join our team the candidate should have experience with java rest api docker python sql and node js the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['python', 'java', 'sql', 'docker']"
JOB00413,Backend Developer,TechNova Solutions,"Gurgaon, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, Docker, Python and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,12-15 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with node js docker python and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,342,"['python', 'sql', 'postgresql', 'docker']"
JOB05746,Data Analyst,DataBridge Analytics,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Pandas, Python, Statistics, SQL and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,10-15 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with tableau pandas python statistics sql and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,358,347,"['python', 'sql', 'tableau', 'excel', 'pandas']"
JOB07669,Frontend Developer,Quantix Technologies,"Pune, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with React, Git, HTML, REST API, CSS and TypeScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,12-17 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with react git html rest api css and typescript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,['git']
JOB00826,Frontend Developer,Apex Solutions,"Gurgaon, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with JavaScript, HTML, REST API and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,12-14 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with javascript html rest api and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,339,"['java', 'javascript', 'git']"
JOB03268,Backend Developer,BlueOrbit Software,Remote,"We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, Node.js, Python, Java and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,5-7 LPA,Internship,we are looking for a backend developer to join our team the candidate should have experience with rest api node js python java and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,349,"['python', 'java', 'sql', 'postgresql']"
JOB03975,QA Engineer,Apex Solutions,"Gwalior, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Git, Selenium, SQL and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,5-7 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with api testing git selenium sql and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,347,337,"['sql', 'git']"
JOB08809,Data Scientist,DataBridge Analytics,"Gurgaon, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, Pandas, SQL, AWS, Machine Learning and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,11-13 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with python pandas sql aws machine learning and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,358,"['python', 'sql', 'pandas', 'aws']"
JOB08307,Data Scientist,Quantix Technologies,"Mumbai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Scikit-learn, AWS, Pandas, Python and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,6-9 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with scikit learn aws pandas python and machine learning the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,354,"['python', 'pandas', 'aws']"
JOB00418,Business Analyst,FinEdge Technologies,"Noida, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Power BI, Tableau, Communication and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,7-9 LPA,Part-time,we are looking for a business analyst to join our team the candidate should have experience with sql power bi tableau communication and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,349,"['sql', 'power bi', 'tableau', 'excel']"
JOB06749,QA Engineer,Vertex Digital,"Hyderabad, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Python, SQL, Git and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,6-10 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with api testing python sql git and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,335,"['python', 'java', 'sql', 'git']"
JOB08968,Software Engineer,TechNova Solutions,Remote,"We are looking for a Software Engineer to join our team. The candidate should have experience with Python, Docker, Git, C++ and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,10-12 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with python docker git c and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,333,"['python', 'sql', 'docker', 'git']"
JOB02083,Machine Learning Engineer,CodeCraft India,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, Docker, AWS and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,5-8 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with python docker aws and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,339,"['python', 'sql', 'aws', 'docker']"
JOB08946,Cloud Engineer,Apex Solutions,Remote,"We are looking for a Cloud Engineer to join our team. The candidate should have experience with Kubernetes, Linux, Docker, AWS and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,6-11 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with kubernetes linux docker aws and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"['aws', 'docker', 'kubernetes']"
JOB03374,Cloud Engineer,CodeCraft India,"Bangalore, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Docker, Kubernetes, Linux and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-8 LPA,Part-time,we are looking for a cloud engineer to join our team the candidate should have experience with azure docker kubernetes linux and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340,"['aws', 'azure', 'docker', 'kubernetes']"
JOB05727,Backend Developer,Apex Solutions,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, Java, REST API and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-13 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with docker java rest api and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,337,"['python', 'java', 'docker']"
JOB04108,Backend Developer,CodeCraft India,"Delhi, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, REST API, Java and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,11-16 LPA,Contract,we are looking for a backend developer to join our team the candidate should have experience with sql rest api java and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,347,338,"['java', 'sql', 'postgresql']"
JOB04381,DevOps Engineer,NexaWorks,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Terraform, Git and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,11-14 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with aws terraform git and jenkins the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,342,333,"['aws', 'git']"
JOB07724,Business Analyst,NextGen Systems,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Business Analysis, Tableau, Communication, Excel and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,7-9 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql business analysis tableau communication excel and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['sql', 'power bi', 'tableau', 'excel']"
JOB01067,QA Engineer,NexaWorks,"Gurgaon, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Selenium, API Testing, SQL and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,4-7 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with selenium api testing sql and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,342,333,"['java', 'sql']"
