job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length,regex_skills,phrase_skills
JOB03217,Machine Learning Engineer,NexaWorks,"Pune, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, TensorFlow, AWS, PyTorch, Docker and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,10-14 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with python tensorflow aws pytorch docker and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,358,"['Python', 'SQL', 'AWS', 'Docker', 'Machine Learning']",['machine learning']
JOB03815,Data Analyst,Vertex Digital,"Chennai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Python, Tableau, Excel and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,7-10 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with power bi python tableau excel and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"['Python', 'Power BI']",['power bi']
JOB08322,Machine Learning Engineer,DataBridge Analytics,"Noida, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, PyTorch, Scikit-learn, AWS and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,10-12 LPA,Contract,we are looking for a machine learning engineer to join our team the candidate should have experience with sql pytorch scikit learn aws and tensorflow the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,367,357,"['SQL', 'AWS', 'Machine Learning']",['machine learning']
JOB08682,Frontend Developer,Apex Solutions,"Hyderabad, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, HTML, REST API and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,12-16 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with typescript html rest api and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,341,[],[]
JOB02279,Data Scientist,Vertex Digital,"Noida, India","We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, Pandas, Python, AWS, Machine Learning and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,8-12 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with numpy pandas python aws machine learning and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351,"['Python', 'SQL', 'AWS', 'Machine Learning']",['machine learning']
JOB04600,Cloud Engineer,Vertex Digital,"Delhi, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Python, Kubernetes, Docker, AWS and Azure. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,8-13 LPA,Contract,we are looking for a cloud engineer to join our team the candidate should have experience with python kubernetes docker aws and azure the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"['Python', 'AWS', 'Azure', 'Docker', 'Kubernetes']",[]
JOB00014,Business Analyst,CloudSphere,"Mumbai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Excel, Power BI, Business Analysis, Tableau and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,12-14 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with communication excel power bi business analysis tableau and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['SQL', 'Power BI']",['power bi']
JOB09321,Software Engineer,CloudSphere,"Bangalore, India","We are looking for a Software Engineer to join our team. The candidate should have experience with C++, SQL, REST API, Git and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,3-8 LPA,Contract,we are looking for a software engineer to join our team the candidate should have experience with c sql rest api git and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,333,"['SQL', 'Java']",[]
JOB01526,Backend Developer,NextGen Systems,"Pune, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, Docker, REST API, SQL, Java and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,10-15 LPA,Internship,we are looking for a backend developer to join our team the candidate should have experience with python docker rest api sql java and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,352,"['Python', 'SQL', 'Java', 'Docker']",[]
JOB02366,Business Analyst,CodeCraft India,"Chennai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Business Analysis, Excel, Tableau and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,9-11 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with sql business analysis excel tableau and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,358,['SQL'],[]
JOB04649,Backend Developer,DataBridge Analytics,"Chennai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, PostgreSQL, Docker, REST API, SQL and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,12-17 LPA,Part-time,we are looking for a backend developer to join our team the candidate should have experience with node js postgresql docker rest api sql and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,353,"['SQL', 'Java', 'Docker']",[]
JOB00375,Data Analyst,NexaWorks,"Delhi, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Excel, Statistics and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,9-14 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with sql excel statistics and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,341,332,['SQL'],[]
JOB08613,Business Analyst,NextGen Systems,"Bangalore, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Excel, Power BI, Business Analysis, SQL and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,12-15 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with communication excel power bi business analysis sql and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['SQL', 'Power BI']",['power bi']
JOB06478,Data Scientist,DataBridge Analytics,"Gwalior, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Machine Learning, NumPy, AWS, Scikit-learn, Pandas and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,7-9 LPA,Internship,we are looking for a data scientist to join our team the candidate should have experience with machine learning numpy aws scikit learn pandas and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,357,"['SQL', 'AWS', 'Machine Learning']",['machine learning']
JOB00526,Frontend Developer,CodeCraft India,"Mumbai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, HTML, JavaScript, REST API and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,6-8 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with git html javascript rest api and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345,['JavaScript'],[]
JOB06896,Data Analyst,DataBridge Analytics,"Mumbai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Pandas, Python, Statistics, Excel and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,11-15 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with tableau pandas python statistics excel and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,352,"['Python', 'Power BI']",['power bi']
JOB03592,Business Analyst,NextGen Systems,Remote,"We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Excel, SQL, Communication and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,8-10 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with business analysis excel sql communication and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,358,['SQL'],[]
JOB07905,Backend Developer,BlueOrbit Software,"Noida, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, PostgreSQL, SQL, REST API and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,6-8 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with docker postgresql sql rest api and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345,"['SQL', 'Java', 'Docker']",[]
JOB02959,Business Analyst,Quantix Technologies,Remote,"We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Tableau, Excel, Communication, Power BI and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,4-6 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with business analysis tableau excel communication power bi and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['SQL', 'Power BI']",['power bi']
JOB00530,QA Engineer,NexaWorks,"Pune, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, Java, Python, Jira, Selenium and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,7-11 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with git java python jira selenium and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,337,"['Python', 'SQL', 'Java']",[]
JOB03715,QA Engineer,BlueOrbit Software,"Mumbai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Selenium, Java, Git, Python, SQL and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,8-13 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with selenium java git python sql and api testing the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,344,"['Python', 'SQL', 'Java']",[]
JOB04733,QA Engineer,NexaWorks,"Bangalore, India","We are looking for a QA Engineer to join our team. The candidate should have experience with SQL, Git, Jira and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,6-9 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with sql git jira and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,330,321,"['SQL', 'Java']",[]
JOB01395,Backend Developer,BlueOrbit Software,"Chennai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, Python, Docker and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,10-15 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with java python docker and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,337,"['Python', 'Java', 'Docker']",[]
JOB05632,Software Engineer,CloudSphere,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Java, REST API, C++, SQL and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,9-14 LPA,Contract,we are looking for a software engineer to join our team the candidate should have experience with java rest api c sql and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,333,"['SQL', 'Java']",[]
JOB06564,Data Analyst,DataBridge Analytics,"Noida, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Statistics, Excel, Power BI and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,8-11 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with pandas statistics excel power bi and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"['SQL', 'Power BI']",['power bi']
JOB04704,Software Engineer,Vertex Digital,"Mumbai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with C++, Python, Git and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,8-11 LPA,Contract,we are looking for a software engineer to join our team the candidate should have experience with c python git and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,338,327,"['Python', 'Java']",[]
JOB01713,Frontend Developer,DataBridge Analytics,"Mumbai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, React, HTML and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,9-14 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with css react html and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,338,329,[],[]
JOB09854,Backend Developer,NexaWorks,Remote,"We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, PostgreSQL, Python, Node.js and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,9-12 LPA,Contract,we are looking for a backend developer to join our team the candidate should have experience with rest api postgresql python node js and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,349,"['Python', 'Java']",[]
JOB00956,Software Engineer,InnovateLabs,"Chennai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with C++, Git, Java, REST API, Docker and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,9-11 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with c git java rest api docker and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,343,"['Python', 'Java', 'Docker']",[]
JOB06676,Business Analyst,TechNova Solutions,"Gurgaon, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, Excel, SQL, Business Analysis, Communication and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,3-8 LPA,Part-time,we are looking for a business analyst to join our team the candidate should have experience with power bi excel sql business analysis communication and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['SQL', 'Power BI']",['power bi']
JOB03454,Frontend Developer,CodeCraft India,Remote,"We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, HTML, Git, CSS, REST API and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,5-7 LPA,Internship,we are looking for a frontend developer to join our team the candidate should have experience with typescript html git css rest api and javascript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,365,354,['JavaScript'],[]
JOB02072,Data Scientist,DataBridge Analytics,,"We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, AWS, NumPy and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,9-12 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with sql aws numpy and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,336,327,"['SQL', 'AWS']",[]
JOB09839,Backend Developer,DataBridge Analytics,Remote,"We are looking for a Backend Developer to join our team. The candidate should have experience with Java, SQL, Python and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,9-14 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with java sql python and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334,"['Python', 'SQL', 'Java']",[]
JOB00159,Business Analyst,NexaWorks,"Chennai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Excel, SQL and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,10-13 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with communication excel sql and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,['SQL'],[]
JOB07006,DevOps Engineer,BlueOrbit Software,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Jenkins, AWS, Kubernetes and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,12-14 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with git jenkins aws kubernetes and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"['AWS', 'Kubernetes']",[]
JOB00353,Cloud Engineer,CodeCraft India,"Gwalior, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Kubernetes, Linux, Terraform and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,,Internship,we are looking for a cloud engineer to join our team the candidate should have experience with kubernetes linux terraform and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,"['Python', 'Kubernetes']",[]
JOB06079,QA Engineer,NexaWorks,"Mumbai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, API Testing, Selenium, SQL, Git and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,12-17 LPA,Part-time,we are looking for a qa engineer to join our team the candidate should have experience with python api testing selenium sql git and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,344,"['Python', 'SQL']",[]
JOB06237,Data Analyst,Quantix Technologies,"Chennai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Statistics, Pandas, Power BI, Tableau, Excel and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,11-16 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with statistics pandas power bi tableau excel and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['SQL', 'Power BI']",['power bi']
JOB02921,Business Analyst,NexaWorks,"Noida, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, Tableau, SQL and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-7 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with power bi tableau sql and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,343,"['SQL', 'Power BI']",['power bi']
JOB08504,Backend Developer,DataBridge Analytics,"Noida, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, REST API, Node.js, PostgreSQL and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,9-11 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with java rest api node js postgresql and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,349,"['Java', 'Docker']",[]
JOB04645,QA Engineer,Apex Solutions,"Hyderabad, India","We are looking for a QA Engineer to join our team. The candidate should have experience with SQL, Selenium, Git, Java, Python and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,7-12 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with sql selenium git java python and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,337,"['Python', 'SQL', 'Java']",[]
JOB00662,Machine Learning Engineer,InnovateLabs,"Mumbai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, Python, PyTorch, Docker and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,6-8 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws python pytorch docker and tensorflow the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,354,"['Python', 'AWS', 'Docker', 'Machine Learning']",['machine learning']
JOB07058,DevOps Engineer,FinEdge Technologies,"Gurgaon, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Kubernetes, Jenkins, AWS and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,8-13 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with linux kubernetes jenkins aws and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,346,"['AWS', 'Kubernetes']",[]
JOB03666,Machine Learning Engineer,CloudSphere,"Gurgaon, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Docker, PyTorch, TensorFlow and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,5-9 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with docker pytorch tensorflow and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,347,"['AWS', 'Docker', 'Machine Learning']",['machine learning']
JOB07980,Frontend Developer,TechNova Solutions,"Chennai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, TypeScript, HTML, CSS and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,11-16 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with git typescript html css and javascript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345,['JavaScript'],[]
JOB00307,Cloud Engineer,CloudSphere,"Chennai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Python, Azure, AWS, Kubernetes and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,12-16 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with python azure aws kubernetes and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"['Python', 'AWS', 'Azure', 'Kubernetes']",[]
JOB04791,DevOps Engineer,TechNova Solutions,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Kubernetes, Jenkins, Docker and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,5-10 LPA,Internship,we are looking for a devops engineer to join our team the candidate should have experience with linux kubernetes jenkins docker and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,349,"['Docker', 'Kubernetes']",[]
JOB02357,Machine Learning Engineer,BlueOrbit Software,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, Python, Scikit-learn, Docker, PyTorch and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,5-9 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with sql python scikit learn docker pytorch and tensorflow the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['Python', 'SQL', 'Docker', 'Machine Learning']",['machine learning']
