job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB02976,Data Scientist,CloudSphere,"Bangalore, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Python, NumPy, Pandas and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,9-11 LPA,Full-time
JOB00981,Data Scientist,CloudSphere,"Mumbai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Pandas, NumPy, SQL and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,10-12 LPA,Part-time
JOB00191,Software Engineer,CloudSphere,"Gurgaon, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, Python, REST API, C++, SQL and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,8-13 LPA,Internship
JOB09332,DevOps Engineer,DataBridge Analytics,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Kubernetes, Docker, Jenkins and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,8-11 LPA,Full-time
JOB05089,DevOps Engineer,FinEdge Technologies,"Noida, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Linux, Git, AWS and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,12-16 LPA,Full-time
JOB00700,Software Engineer,NexaWorks,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with C++, Docker, SQL, Git and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,11-15 LPA,Contract
JOB09858,Machine Learning Engineer,CloudSphere,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with PyTorch, Python, Docker and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,8-11 LPA,Full-time
JOB00607,DevOps Engineer,FinEdge Technologies,"Noida, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Docker, Linux and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,5-10 LPA,Full-time
JOB00302,Software Engineer,BlueOrbit Software,"Pune, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, SQL, Docker and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,12-15 LPA,Full-time
JOB03421,DevOps Engineer,CloudSphere,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Jenkins, Docker, Kubernetes and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,6-8 LPA,Full-time
JOB09903,QA Engineer,DataBridge Analytics,"Hyderabad, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, Python, Java and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,12-16 LPA,Full-time
JOB01061,DevOps Engineer,CloudSphere,"Mumbai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Jenkins, AWS, Git, Kubernetes and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,5-9 LPA,Internship
JOB03445,Cloud Engineer,DataBridge Analytics,"Gurgaon, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, Azure, Python and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,6-9 LPA,Full-time
JOB01070,Data Scientist,CodeCraft India,"Delhi, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Scikit-learn, AWS, Pandas, Machine Learning and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,9-12 LPA,Full-time
JOB02206,QA Engineer,NexaWorks,"Pune, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Java, Jira, Python and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,5-8 LPA,Full-time
JOB09436,Frontend Developer,FinEdge Technologies,"Chennai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with REST API, JavaScript, React, HTML and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,5-9 LPA,Full-time
JOB07340,Backend Developer,Quantix Technologies,"Gurgaon, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, Python, REST API and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,7-11 LPA,Full-time
JOB08209,Frontend Developer,CodeCraft India,"Gurgaon, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with HTML, JavaScript, CSS, TypeScript and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,5-9 LPA,Full-time
JOB07680,Data Scientist,CloudSphere,"Delhi, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, Python, AWS, SQL, Machine Learning and NumPy. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,12-15 LPA,Full-time
JOB04643,Frontend Developer,BlueOrbit Software,"Bangalore, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, React, REST API, TypeScript, Git and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,9-12 LPA,Part-time
JOB07684,DevOps Engineer,Quantix Technologies,"Bangalore, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Jenkins, Docker, AWS, Kubernetes and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,7-9 LPA,Full-time
JOB09008,Machine Learning Engineer,NextGen Systems,"Gurgaon, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, Python, AWS, Docker and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,11-16 LPA,Contract
JOB07997,Machine Learning Engineer,DataBridge Analytics,"Gwalior, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, PyTorch, Scikit-learn, Python and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,6-11 LPA,Full-time
JOB05601,DevOps Engineer,BlueOrbit Software,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with Kubernetes, Docker, Terraform, Jenkins and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,4-9 LPA,Full-time
JOB09152,Backend Developer,Quantix Technologies,"Pune, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, Node.js, Docker and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,11-14 LPA,Full-time
JOB07023,Machine Learning Engineer,Apex Solutions,"Pune, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, Docker, PyTorch and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,8-13 LPA,Full-time
JOB04894,Machine Learning Engineer,DataBridge Analytics,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, AWS, PyTorch, Python, Docker and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,3-7 LPA,Internship
JOB00226,DevOps Engineer,FinEdge Technologies,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Kubernetes, AWS, Docker and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,5-10 LPA,Contract
JOB03355,Machine Learning Engineer,NextGen Systems,"Mumbai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, PyTorch, Scikit-learn, TensorFlow and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,3-5 LPA,Full-time
JOB05896,Software Engineer,InnovateLabs,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with SQL, Docker, Python and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,12-17 LPA,Contract
JOB08755,Data Analyst,Quantix Technologies,"Noida, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Pandas, Power BI, Excel and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,9-14 LPA,Full-time
JOB03437,Cloud Engineer,NextGen Systems,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, Kubernetes, Azure, Terraform and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,10-15 LPA,Full-time
JOB01694,DevOps Engineer,Quantix Technologies,"Gurgaon, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Kubernetes, AWS, Linux, Docker and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,11-13 LPA,Full-time
JOB06894,Frontend Developer,InnovateLabs,"Noida, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, HTML, REST API and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,9-12 LPA,Full-time
JOB01046,Business Analyst,CloudSphere,"Pune, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Business Analysis, Power BI, Tableau, Communication and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,7-10 LPA,Contract
JOB03447,Data Analyst,NextGen Systems,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Statistics, Power BI, Excel and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,6-10 LPA,Full-time
JOB08051,Backend Developer,NexaWorks,"Bangalore, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, SQL, REST API, Python, Java and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,9-12 LPA,Part-time
JOB09147,Machine Learning Engineer,Quantix Technologies,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, Scikit-learn, PyTorch and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,5-7 LPA,Full-time
JOB04563,Data Analyst,Apex Solutions,"Hyderabad, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Statistics, Python, Power BI, SQL, Pandas and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,3-7 LPA,Full-time
JOB04736,Business Analyst,DataBridge Analytics,"Pune, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Excel, Business Analysis, SQL, Tableau and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,5-10 LPA,Full-time
JOB04497,Data Analyst,Quantix Technologies,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Tableau, Python, Statistics and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,6-8 LPA,Full-time
JOB01219,Backend Developer,InnovateLabs,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, Node.js, SQL, PostgreSQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,9-12 LPA,Contract
JOB06016,Cloud Engineer,Quantix Technologies,"Gwalior, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, AWS, Linux, Azure, Kubernetes and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,10-13 LPA,Full-time
JOB09720,Data Analyst,Apex Solutions,"Noida, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Power BI, Python, Pandas, Tableau and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,12-16 LPA,Full-time
JOB03988,Software Engineer,Vertex Digital,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with C++, REST API, Java, SQL, Python and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,7-11 LPA,Full-time
JOB04912,Data Scientist,CloudSphere,"Bangalore, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, SQL, Python, Pandas and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,11-13 LPA,Full-time
JOB09493,Machine Learning Engineer,NextGen Systems,"Gurgaon, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, AWS, Scikit-learn, TensorFlow, Python and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,8-11 LPA,Full-time
JOB04494,Machine Learning Engineer,FinEdge Technologies,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, AWS, TensorFlow and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,7-10 LPA,Contract
JOB06945,Business Analyst,BlueOrbit Software,"Mumbai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, SQL, Power BI and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,6-9 LPA,Full-time
JOB05700,Business Analyst,DataBridge Analytics,"Chennai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Excel, Tableau and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,7-12 LPA,Contract
JOB08353,Data Scientist,NextGen Systems,,"We are looking for a Data Scientist to join our team. The candidate should have experience with Machine Learning, Pandas, Scikit-learn, NumPy, Python and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,7-12 LPA,Full-time
JOB00957,QA Engineer,Apex Solutions,"Noida, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Java, Jira, API Testing, SQL and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,5-8 LPA,Internship
JOB02870,Machine Learning Engineer,FinEdge Technologies,"Delhi, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, Scikit-learn, SQL, PyTorch and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,9-13 LPA,Part-time
JOB04434,Data Scientist,NextGen Systems,"Pune, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Pandas, AWS and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,5-7 LPA,Full-time
JOB04974,Cloud Engineer,Vertex Digital,"Gurgaon, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Linux, Kubernetes, Azure, Terraform and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,12-14 LPA,Part-time
JOB02962,Machine Learning Engineer,TechNova Solutions,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, SQL, TensorFlow, Python and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,7-10 LPA,Full-time
JOB02201,Cloud Engineer,BlueOrbit Software,"Bangalore, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Docker, Python, Linux and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,11-13 LPA,Full-time
JOB00099,Backend Developer,DataBridge Analytics,"Pune, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, Node.js, Docker and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,5-10 LPA,Full-time
JOB09948,Backend Developer,CodeCraft India,"Delhi, India","We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, Node.js, Docker and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,8-11 LPA,Full-time
JOB02558,Backend Developer,InnovateLabs,"Delhi, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, PostgreSQL, Python and Node.js. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,4-8 LPA,Internship
JOB08446,DevOps Engineer,Apex Solutions,"Pune, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Kubernetes, Docker, Linux and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,9-11 LPA,Full-time
JOB04200,Data Scientist,NextGen Systems,"Noida, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, Machine Learning, Pandas, NumPy and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,5-8 LPA,Contract
JOB09638,Machine Learning Engineer,NextGen Systems,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, Docker, TensorFlow, AWS, SQL and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,9-13 LPA,Full-time
JOB05540,Cloud Engineer,NextGen Systems,"Pune, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, Python, Kubernetes, Terraform and Azure. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,6-8 LPA,Contract
JOB01649,Data Analyst,CodeCraft India,"Gwalior, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Statistics, Tableau, Pandas, Power BI and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,12-14 LPA,Full-time
JOB06198,QA Engineer,Quantix Technologies,"Chennai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Selenium, Git, Java, SQL, API Testing and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,11-15 LPA,Full-time
JOB06296,Cloud Engineer,TechNova Solutions,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, Docker, Kubernetes, AWS and Azure. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,6-10 LPA,Full-time
JOB04500,Frontend Developer,CloudSphere,"Delhi, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with REST API, Git, JavaScript, HTML, CSS and TypeScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,9-14 LPA,Full-time
JOB01155,QA Engineer,InnovateLabs,"Bangalore, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, Selenium, Java and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,8-11 LPA,Full-time
JOB02256,Frontend Developer,Quantix Technologies,"Mumbai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with JavaScript, CSS, REST API, HTML, React and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,9-12 LPA,Internship
JOB03171,Cloud Engineer,FinEdge Technologies,"Gurgaon, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, Kubernetes, AWS and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,7-11 LPA,Full-time
JOB07401,Software Engineer,Quantix Technologies,"Pune, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Python, Java, REST API and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,5-10 LPA,Internship
JOB07159,Cloud Engineer,DataBridge Analytics,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Kubernetes, Terraform and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,9-11 LPA,Full-time
JOB03109,Software Engineer,InnovateLabs,"Chennai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Java, Git, Docker, SQL, REST API and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,5-10 LPA,Full-time
JOB04549,Cloud Engineer,FinEdge Technologies,"Gwalior, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Kubernetes, Terraform and Azure. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,10-13 LPA,Full-time
JOB05424,Machine Learning Engineer,CodeCraft India,"Chennai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, Docker, AWS and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,6-8 LPA,Full-time
JOB02050,Machine Learning Engineer,DataBridge Analytics,"Bangalore, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, SQL, Scikit-learn, Docker, Python and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-8 LPA,Full-time
JOB09209,QA Engineer,CloudSphere,"Hyderabad, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Java, Python, Jira and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,11-15 LPA,Contract
JOB08816,QA Engineer,InnovateLabs,"Hyderabad, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, SQL, Selenium, Java, Git and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,4-6 LPA,Full-time
JOB09896,DevOps Engineer,InnovateLabs,"Gurgaon, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Git, Docker, Kubernetes and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,6-8 LPA,Full-time
JOB00263,Cloud Engineer,CloudSphere,"Bangalore, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Python, Kubernetes, Linux and Azure. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,12-14 LPA,Full-time
