job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length,custom_entities
JOB06762,Software Engineer,Apex Solutions,"Mumbai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, SQL, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,6-8 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with docker sql python and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,341,332,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL'), ('Docker', 'TECHNOLOGY')]"
JOB09938,Business Analyst,DataBridge Analytics,"Bangalore, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Communication, SQL, Power BI, Excel and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,6-8 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with business analysis communication sql power bi excel and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"[('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB08944,QA Engineer,Apex Solutions,"Gurgaon, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, Python, SQL and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,8-11 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with git python sql and api testing the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,339,330,"[('Python', 'SKILL'), ('SQL', 'SKILL')]"
JOB01969,Cloud Engineer,FinEdge Technologies,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Python, Azure, Terraform and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,9-13 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with python azure terraform and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,335,"[('Python', 'SKILL'), ('Azure', 'CLOUD_PLATFORM')]"
JOB09414,Software Engineer,BlueOrbit Software,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Java, Git, C++, SQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,5-8 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with java git c sql and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,331,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB08254,QA Engineer,Apex Solutions,"Hyderabad, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, Git, SQL, Selenium, API Testing and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,6-11 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with python git sql selenium api testing and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,344,"[('Python', 'SKILL'), ('SQL', 'SKILL')]"
JOB07869,Software Engineer,CodeCraft India,"Noida, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Java, Docker, REST API, SQL, Git and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,10-15 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with java docker rest api sql git and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL'), ('Docker', 'TECHNOLOGY')]"
JOB07712,QA Engineer,NexaWorks,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, API Testing, SQL, Java and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,10-12 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with git api testing sql java and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,335,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB07009,DevOps Engineer,NexaWorks,"Hyderabad, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, Terraform, AWS, Linux, Jenkins and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,9-13 LPA,Part-time,we are looking for a devops engineer to join our team the candidate should have experience with docker terraform aws linux jenkins and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,353,"[('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB04988,Data Scientist,Quantix Technologies,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, NumPy, Scikit-learn, AWS, Pandas and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,11-13 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with python numpy scikit learn aws pandas and machine learning the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,371,360,"[('Python', 'SKILL'), ('AWS', 'CLOUD_PLATFORM')]"
JOB09855,Cloud Engineer,Quantix Technologies,"Bangalore, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Terraform, Linux, Azure, Kubernetes, Python and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,10-15 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with terraform linux azure kubernetes python and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,350,"[('Python', 'SKILL'), ('AWS', 'CLOUD_PLATFORM'), ('Azure', 'CLOUD_PLATFORM')]"
JOB04651,QA Engineer,Apex Solutions,"Gwalior, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Java, Python, Selenium, SQL, API Testing and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,11-14 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with java python selenium sql api testing and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,344,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB01160,QA Engineer,CodeCraft India,"Gwalior, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, Python, SQL and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,6-8 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with git python sql and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,336,327,"[('Python', 'SKILL'), ('SQL', 'SKILL')]"
JOB01214,DevOps Engineer,Quantix Technologies,"Chennai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Linux, Docker, Terraform and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,10-13 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with git linux docker terraform and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,338,"[('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB07998,Cloud Engineer,InnovateLabs,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Python, Kubernetes, Terraform and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,6-11 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with aws python kubernetes terraform and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345,"[('Python', 'SKILL'), ('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB01326,Frontend Developer,Quantix Technologies,"Noida, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, REST API, React and TypeScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,12-14 LPA,Part-time,we are looking for a frontend developer to join our team the candidate should have experience with css rest api react and typescript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,[]
JOB07683,Machine Learning Engineer,CloudSphere,"Noida, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, TensorFlow, Docker and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,4-6 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws tensorflow docker and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,352,"[('TensorFlow', 'TECHNOLOGY'), ('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB07751,Data Analyst,Apex Solutions,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, SQL, Statistics, Tableau and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,11-13 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with excel sql statistics tableau and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB04797,Business Analyst,InnovateLabs,"Mumbai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, Communication, Tableau, SQL, Business Analysis and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,6-10 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with excel communication tableau sql business analysis and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"[('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB06797,Cloud Engineer,TechNova Solutions,"Mumbai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Python, Azure, Terraform and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,6-11 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with aws python azure terraform and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,339,"[('Python', 'SKILL'), ('AWS', 'CLOUD_PLATFORM'), ('Azure', 'CLOUD_PLATFORM')]"
JOB05809,QA Engineer,Vertex Digital,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, Jira, Java, Git and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,10-14 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with python jira java git and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,333,"[('Python', 'SKILL'), ('Java', 'SKILL')]"
JOB05944,Data Scientist,CloudSphere,"Noida, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, Python, AWS, SQL, Scikit-learn and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,7-11 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with pandas python aws sql scikit learn and machine learning the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,358,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('AWS', 'CLOUD_PLATFORM')]"
JOB09379,Backend Developer,NextGen Systems,"Mumbai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, Java, PostgreSQL and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,10-12 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with python java postgresql and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,339,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL'), ('Docker', 'TECHNOLOGY'), ('PostgreSQL', 'DATABASE')]"
JOB09964,Cloud Engineer,NextGen Systems,"Delhi, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Python, Terraform, Azure and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,11-13 LPA,Contract,we are looking for a cloud engineer to join our team the candidate should have experience with python terraform azure and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,335,"[('Python', 'SKILL'), ('Azure', 'CLOUD_PLATFORM')]"
JOB01456,Machine Learning Engineer,DataBridge Analytics,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, TensorFlow, SQL, Scikit-learn, Python and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws tensorflow sql scikit learn python and pytorch the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,375,364,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('TensorFlow', 'TECHNOLOGY'), ('PyTorch', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB05411,DevOps Engineer,Vertex Digital,"Hyderabad, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Kubernetes, AWS and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,7-12 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with linux kubernetes aws and jenkins the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"[('AWS', 'CLOUD_PLATFORM')]"
JOB07865,Data Analyst,FinEdge Technologies,"Bangalore, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Pandas, Power BI, Tableau and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,12-17 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with excel pandas power bi tableau and statistics the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345,"[('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB08518,Business Analyst,Quantix Technologies,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, SQL, Communication and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,4-6 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with excel sql communication and business analysis the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,350,"[('SQL', 'SKILL'), ('Excel', 'TOOL')]"
JOB04963,QA Engineer,TechNova Solutions,"Pune, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, Selenium, Jira, SQL, API Testing and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,12-14 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with git selenium jira sql api testing and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,342,"[('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB02801,QA Engineer,NexaWorks,"Gurgaon, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, Java, SQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,5-9 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with jira java sql and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,333,324,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB01645,Data Analyst,TechNova Solutions,"Gwalior, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Power BI, Statistics, Python, SQL and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,5-9 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with excel power bi statistics python sql and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,348,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Excel', 'TOOL')]"
JOB02141,Frontend Developer,CloudSphere,"Mumbai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, JavaScript, TypeScript, React and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,,12-17 LPA,Part-time,we are looking for a frontend developer to join our team the candidate should have experience with css javascript typescript react and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,351,"[('Java', 'SKILL')]"
JOB04537,Frontend Developer,CodeCraft India,"Hyderabad, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, REST API, HTML, TypeScript, Git and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,12-17 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with css rest api html typescript git and javascript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,365,354,"[('Java', 'SKILL')]"
JOB04458,QA Engineer,NextGen Systems,"Gurgaon, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, Python, Java, API Testing, SQL and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,3-5 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with jira python java api testing sql and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB09046,Frontend Developer,Vertex Digital,"Gwalior, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, CSS, React and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,6-9 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with git css react and javascript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,335,"[('Java', 'SKILL')]"
JOB05587,QA Engineer,TechNova Solutions,"Bangalore, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, Selenium, Git, Jira, Java and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,11-16 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with python selenium git jira java and api testing the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"[('Python', 'SKILL'), ('Java', 'SKILL')]"
JOB04379,QA Engineer,Apex Solutions,Remote,"We are looking for a QA Engineer to join our team. The candidate should have experience with Java, SQL, Python and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,6-9 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with java sql python and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,333,324,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB00730,Machine Learning Engineer,NexaWorks,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, Docker, TensorFlow and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,7-9 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with sql docker tensorflow and pytorch the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,347,"[('SQL', 'SKILL'), ('TensorFlow', 'TECHNOLOGY'), ('PyTorch', 'TECHNOLOGY'), ('Docker', 'TECHNOLOGY')]"
JOB04358,Business Analyst,InnovateLabs,"Chennai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, Tableau, Business Analysis, SQL, Communication and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,8-10 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with power bi tableau business analysis sql communication and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"[('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB07923,Data Analyst,Apex Solutions,"Mumbai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Python, SQL, Power BI, Excel and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,,4-9 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with python sql power bi excel and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,338,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB06717,Data Analyst,FinEdge Technologies,"Delhi, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Power BI, Excel and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,5-7 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with pandas power bi excel and statistics the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,337,"[('Power BI', 'TOOL'), ('Excel', 'TOOL')]"
JOB01937,DevOps Engineer,TechNova Solutions,"Mumbai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Git, Docker and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,10-15 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with terraform git docker and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,339,"[('Docker', 'TECHNOLOGY')]"
JOB03794,Data Analyst,Apex Solutions,"Bangalore, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Excel, SQL and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,10-13 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with tableau excel sql and statistics the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,342,333,"[('SQL', 'SKILL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB03737,Cloud Engineer,Apex Solutions,"Gwalior, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Docker, Terraform and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,6-11 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with aws docker terraform and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334,"[('Python', 'SKILL'), ('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB02262,Frontend Developer,CodeCraft India,"Bangalore, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with React, REST API, TypeScript and HTML. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,10-14 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with react rest api typescript and html the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,341,[]
